ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Profesion_Construcción,Profesion_Empresarial,Profesion_Funcionario,Profesion_Otros,Profesion_Servicios,Profesion_Técnico,Zona_Centro,Zona_Levante,Zona_Noreste,Zona_Noroeste,Zona_Norte,Zona_Periferia,Zona_Sur,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5,Cluster_PCA,Cluster_tSNE,t-SNE1,t-SNE2,PC1,PC2
CLI1384,1,1,54,1,2,1,5,1,122323,1248,200,1,152,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-97.3423,16.032623,-2.9184441209115564,0.6870843899346092
CLI1385,0,0,22,0,0,0,3,3,15995,2478,30,0,352,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,100.35823,18.965118,3.7102940394111763,-0.2663918703374093
CLI1386,0,0,34,0,1,0,4,2,20225,1606,30,0,433,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44.845333,-11.475792,1.8830064509675135,0.17912173285061309
CLI1387,1,1,55,1,2,0,2,1,45122,779,50,0,370,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,-35.932175,-65.25748,-0.9090949027104703,-0.7687664717562095
CLI1388,0,0,72,0,2,0,1,1,39471,1619,30,0,376,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,-10.695036,-69.08205,-0.7037931435985053,-1.3086227230896712
CLI1389,0,1,86,1,2,2,2,0,106375,117,50,0,393,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,-57.253902,54.76169,-3.851285641108062,0.8019244374114406
CLI139,0,0,43,1,2,0,4,2,44048,1859,30,1,246,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,6.6861296,-20.055777,0.9371742459089807,0.1004940675864813
CLI1391,1,1,32,0,1,0,4,2,25524,2043,30,1,151,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32.340046,-13.231751,1.9806958565261743,0.34542352143637167
CLI1393,0,1,68,0,2,1,5,1,70584,642,30,0,225,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,3,-8.721373,25.954296,-1.3033343254665466,1.613692594759707
CLI1394,0,0,31,1,0,0,1,2,20390,1238,30,1,152,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,98.30039,-23.780973,2.194913480563093,-1.2043956130009943
CLI1395,0,1,54,0,2,0,1,1,30455,1737,30,0,258,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,4,-24.092821,-32.599495,-0.1808435229635691,-1.1095239524183764
CLI1396,1,0,32,1,1,0,1,2,25365,133,30,0,380,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.612375,-13.746255,1.0418671280989487,-1.2430541223385387
CLI1397,1,0,57,1,2,0,1,1,24282,642,30,0,385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,-8.081226,-70.634926,-0.5350476206277193,-1.2512399155425062
CLI1398,1,0,25,0,0,0,4,3,27417,1374,30,0,230,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,69.10497,48.761734,3.2098616882228073,0.22535082113704627
CLI1399,1,0,20,0,0,0,3,3,13395,2409,30,1,192,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,99.98109,19.767012,3.761338348243135,-0.2591339809540202
CLI14,0,0,21,0,0,0,1,3,13798,1374,30,0,96,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,86.121254,24.285995,3.15608865160097,-1.1948235906394258
CLI140,0,0,32,0,1,0,4,2,18393,1537,30,0,53,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,6.8912373,4.345345,2.02980014246031,0.23126850668001045
CLI1400,1,1,29,1,0,1,2,2,18182,1926,30,0,51,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,44.359684,63.76016,2.006142298528401,0.2105221732209275
CLI1401,1,1,56,0,2,0,4,1,59945,1052,30,0,87,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,-16.560137,-31.058867,-0.49717908324656634,0.2870677109680546
CLI1402,1,1,30,0,0,2,3,2,20116,1077,30,0,249,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,32.527836,68.28694,1.5036376458454703,1.6106335793982394
CLI1404,1,1,68,1,2,0,1,1,82338,1189,50,0,393,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,-34.301395,-33.37136,-1.4643614354948755,-1.307851304779359
CLI1405,0,1,69,0,2,1,8,1,64329,74,30,0,225,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,3,-13.601629,30.102982,-1.1745040922091121,3.1034731717559474
CLI1406,1,0,58,1,2,0,1,1,47767,681,50,0,182,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,4,-3.7967467,-51.40716,-0.881611784504594,-1.3571535512170003
CLI1407,1,0,31,0,0,0,3,2,25846,985,30,0,73,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,59.417618,-14.987027,2.241431105073857,-0.24233193331024955
CLI1408,0,0,36,1,1,0,3,2,27415,1353,30,0,433,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,55.800186,-58.899277,1.670734026760352,-0.26782205499640044
CLI1409,0,1,50,1,2,1,2,1,88776,1072,50,0,394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,-37.78244,26.514183,-1.4895038665175608,-0.05742955357185283
CLI141,0,1,41,1,1,0,4,2,26460,1054,30,0,67,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,39.985954,-23.706093,1.2843178175678291,0.33703958419544555
CLI1410,1,1,67,1,2,1,2,1,71508,1189,50,1,338,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,-22.57053,8.145882,-1.5755831869846375,0.050885839702768054
CLI1412,1,0,46,0,2,0,3,1,60220,74,30,0,51,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,-17.470766,-47.954422,-0.5536071897657436,-0.3271033177754329
CLI1413,1,1,57,1,2,2,4,1,122965,681,80,1,344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-66.127495,26.792786,-2.5011871170582505,1.5977716705626028
CLI1414,0,1,56,1,2,0,1,1,127661,779,50,0,476,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,-43.13789,-74.09047,-1.9044482217064944,-1.4784432672128487
CLI1415,0,0,54,0,2,0,2,1,27604,1541,30,0,193,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,-7.6864986,-40.680683,0.03519964594559112,-0.7609296462709149
CLI1416,1,1,56,1,2,0,2,1,64971,1678,50,1,373,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,4,-28.076397,-25.521343,-0.7097599003288784,-0.8040344465639242
CLI1417,1,1,32,0,1,1,4,2,30451,1951,30,0,126,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,30.535223,26.99388,1.5462619669912292,1.1805189885860807
CLI1418,1,1,58,1,2,2,2,1,26674,1717,30,0,494,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,-5.5675125,77.22653,-0.8446927044363635,1.0813957092655306
CLI1419,1,1,44,1,2,0,1,1,44404,1054,50,0,37,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,-34.671314,-63.136044,-0.6303638804047,-1.2715610744439168
CLI142,0,1,43,1,2,1,2,2,22281,1721,30,0,170,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,14.547627,31.48472,0.5156136920238107,0.23831725155139036
CLI1420,0,0,28,1,0,0,4,2,30673,1788,30,0,189,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,67.15471,2.5207858,2.6566958988260345,0.19994332426729064
CLI1421,0,1,32,0,1,1,2,2,18353,1928,30,0,588,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,24.016394,27.809149,1.4687280017677105,0.24553373928718206
CLI1422,1,1,66,1,2,1,5,1,81281,1717,30,0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,-2.7673488,23.92232,-0.9732811254521668,1.5477328653360365
CLI1423,0,0,28,1,0,0,3,2,19975,1098,30,0,127,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,60.955677,-14.821517,2.4182314266023104,-0.23299939698336722
CLI1424,1,1,61,1,2,2,2,1,44683,1424,50,0,287,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,-14.043231,77.45941,-1.4078705669558103,0.9562566541041836
CLI1425,1,1,73,1,2,2,2,1,47132,603,50,0,228,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,-12.284479,75.18377,-2.0280624065406476,0.9884511564642383
CLI1426,1,0,30,1,0,0,6,2,20694,1905,30,0,379,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,61.83631,7.8443594,2.8493215453387153,1.1475233433473646
CLI1427,1,1,56,0,2,1,4,1,70162,1013,30,0,100,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,-8.330262,19.833239,-0.9680904247127501,1.10595772462626
CLI1428,1,1,39,0,1,0,2,2,24020,1974,30,0,505,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42.946835,-26.996819,1.4994087521302948,-0.6568149561421281
CLI1429,1,1,72,1,2,0,2,1,33264,1424,30,0,298,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,-25.8829,-30.788368,-0.6666504094092243,-0.6039349459472104
CLI143,0,1,53,1,2,1,5,1,113361,72,30,0,49,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,-11.983945,32.558475,-1.7018874965271502,1.4520913053868556
CLI1430,0,0,22,0,0,0,4,3,13333,2996,30,0,554,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,52.582226,75.0573,4.026892617388297,0.20870399089155992
CLI1431,1,0,35,1,1,0,5,2,22049,1583,30,1,215,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,31.192883,10.724489,2.0332118290961563,0.7073436024597238
CLI1432,0,1,87,1,2,2,2,0,35720,1561,50,1,233,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,-58.569027,67.015724,-2.5993192229151667,0.9502583095860618
CLI1433,0,0,23,0,0,0,3,3,23541,2754,30,1,166,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,100.22052,14.992796,3.7073211861676425,-0.29490490976789574
CLI1434,1,0,40,1,1,0,1,2,79290,1146,50,0,418,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30.630026,-40.767242,0.45585967026244684,-1.5034072716530535
CLI1435,0,1,77,1,2,1,2,1,42214,1189,50,1,332,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,-37.447548,39.76394,-1.6141540993768024,0.09463561183615035
CLI1436,0,0,31,1,0,0,3,2,21787,778,30,0,138,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,57.607155,-16.259398,2.2084180788139105,-0.2245520842978687
CLI1437,1,0,28,1,0,0,1,2,19546,1995,30,1,269,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,78.80869,-15.374824,2.450896020224818,-1.2765348216258343
CLI1438,0,1,40,0,1,0,2,2,115568,1721,120,0,362,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,-74.89293,-24.370213,-0.34589575966108743,-1.2490396296455224
CLI1439,1,0,22,0,0,0,4,3,20089,2064,30,0,585,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,63.267982,61.314415,3.613674843351378,0.22013456427040737
CLI144,0,0,35,1,1,0,3,2,25568,1583,30,0,499,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50.747322,-60.57303,1.79904225018216,-0.2711937887297412
CLI1440,1,1,54,0,2,0,2,1,58295,1541,30,0,599,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,-51.553177,-59.956097,-0.5523730162108322,-0.7420958113465427
CLI1441,0,0,31,1,0,0,2,2,22847,847,30,0,553,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,73.22459,-19.98156,2.020165338210094,-0.7611149074269195
CLI1442,0,1,54,1,2,1,6,1,83506,1678,30,1,188,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,-7.2655973,39.487385,-0.7232748514794639,1.9678135723448131
CLI1443,1,0,20,0,0,0,4,3,13156,1512,30,0,300,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,70.53271,51.683434,3.5333803998673083,0.2547932750194183
CLI1444,0,1,51,0,2,1,5,1,85518,1072,30,0,237,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,3,-6.2103524,23.786135,-0.8881076148617132,1.5411910640806865
CLI1446,0,0,35,0,1,0,1,2,29082,1652,30,0,106,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,20.660807,-61.635952,1.590230993457865,-1.2519349275354945
CLI1447,1,1,52,1,2,1,2,1,105530,1287,50,0,591,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,-41.38498,23.83963,-1.636610209817206,-0.10818171964342599
CLI1448,0,1,54,1,2,1,4,1,58158,74,80,0,222,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-64.22989,8.756817,-1.7207457852094477,0.8991718608623749
CLI1449,1,0,31,0,0,0,9,2,23760,755,30,0,141,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,48.37729,12.045105,2.7700502952547623,2.6774490603990637
CLI145,1,1,86,0,2,0,1,0,70379,915,30,0,255,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,-37.99767,-6.4295335,-2.3873380884745194,-1.2124615323949548
CLI1450,1,1,64,1,2,1,3,1,111461,837,80,0,493,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,-75.59207,9.09512,-2.3471548273319534,0.2545159418273768
CLI1452,1,1,58,1,2,1,2,1,63871,857,50,0,53,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,-34.255596,29.753939,-1.500581604200856,0.02610453108655962
CLI1453,0,1,74,1,2,1,3,1,90467,1287,80,0,369,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-76.059425,5.3297267,-2.2045534638112967,0.3080444483536281
CLI1454,1,0,29,1,0,0,5,2,30342,1754,30,0,411,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,58.459305,10.905848,2.7217781969323993,0.6874321870519394
CLI1455,0,0,29,0,0,0,3,2,19430,1512,30,0,454,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,71.76168,-16.824017,2.4475238148222753,-0.2907607019849765
CLI1456,1,1,44,1,2,1,2,1,56054,847,50,0,122,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,-35.78445,31.422642,-1.0795482938940162,0.03324462395359183
CLI1457,1,0,28,1,0,0,3,2,21608,1857,30,1,142,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,70.354095,-10.051307,2.679330910001281,-0.26186816303156263
CLI1458,1,0,45,1,2,0,1,1,92460,824,50,0,459,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,-16.766504,-86.25494,-1.0877950147903253,-1.544833833156072
CLI1459,1,1,50,1,2,2,3,1,127020,1385,80,1,124,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,-64.44995,30.529785,-2.2133082679327365,1.0722800072959162
CLI146,0,1,47,0,2,1,5,1,21950,564,30,0,596,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,3,-4.1981792,17.580847,-0.3047686831068957,1.727609620153324
CLI1460,0,1,52,1,2,1,2,1,37559,935,50,0,517,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,-35.025208,32.741653,-1.0472553231073753,0.08946859143772448
CLI1461,1,1,30,0,0,1,3,2,24299,1974,30,1,232,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,41.35471,65.16915,2.1370098836725213,0.7246933335597693
CLI1462,1,1,55,1,2,0,4,1,123249,1482,80,0,165,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,-56.961483,-25.974005,-1.4643271987987703,-0.12212777310933698
CLI1463,1,1,56,0,2,1,2,1,94337,1697,120,1,183,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-83.58472,-19.23174,-2.1378994926959924,-0.39560318506968095
CLI1465,0,0,43,1,2,0,1,2,52847,709,50,1,139,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,4,8.403296,-26.266031,0.0387523033324044,-1.3813270002732658
CLI1466,1,1,66,0,2,1,3,1,48952,74,30,0,151,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,-18.140549,24.209633,-1.4311030953558985,0.7202715694461895
CLI1467,1,1,43,0,2,1,6,2,100722,709,30,1,297,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,-2.9812074,33.847553,-0.3945691782926407,1.9465852758717122
CLI1468,0,1,72,1,2,0,1,1,21744,1287,30,0,389,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,4,-26.930758,-32.717606,-0.6936158641457166,-1.0523959829892162
CLI1469,0,1,47,1,2,0,1,1,64253,1678,50,0,196,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,-29.954256,-26.330246,-0.580751956265521,-1.2959040707216043
CLI147,1,0,32,0,1,0,5,2,28472,1744,30,0,564,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,33.757385,10.609002,2.0976691008785098,0.6814303597304331
CLI1470,0,1,64,1,2,1,6,1,68765,1072,30,0,245,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,-9.446386,39.044373,-1.0340510828647318,2.03813658527071
CLI1471,0,1,34,0,1,0,2,2,31157,893,30,0,154,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25.256445,-18.301094,1.253555612971681,-0.5998643870841274
CLI1472,0,1,42,1,2,0,1,2,60319,1215,50,0,399,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,8.306206,-34.690186,-0.09338946287288163,-1.316144769566186
CLI1473,0,0,30,1,0,0,3,2,22720,2043,30,1,291,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,68.83293,-5.371822,2.5830568555769804,-0.3158011357029866
CLI1475,1,1,68,1,2,2,2,1,65592,1111,50,1,221,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-15.374453,88.1544,-2.018573825385854,0.8693061097980157
CLI1476,1,0,53,1,2,0,1,1,63867,1248,50,0,194,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,-8.569477,-79.072395,-0.8255401294950915,-1.4717248958302174
CLI1477,1,1,63,1,2,2,2,1,48562,1658,50,0,439,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,-14.1824465,77.96051,-1.4119207441642514,0.9401898600806714
CLI1478,1,1,46,1,2,1,5,1,25552,1737,30,0,367,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,-15.980687,47.78593,0.007918290706362158,1.6320002851388968
CLI1479,0,1,75,1,2,2,2,1,73602,974,50,0,425,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,-15.820958,86.79125,-2.324521023110342,0.8590555254250134
CLI148,0,1,31,0,0,1,2,2,22265,1951,30,1,248,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,40.81857,64.3934,2.027153041390595,0.24760707140544455
CLI1480,1,1,42,1,2,1,4,2,100066,893,30,0,63,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,2,6.7192497,42.228092,-0.3888269282641599,1.0195308213289596
CLI1481,1,1,34,0,1,1,3,2,26050,1997,30,0,319,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,27.913885,26.918333,1.462295680789968,0.7087478964655965
CLI1482,0,1,56,0,2,0,4,1,29841,1463,30,0,357,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,4,-17.920704,-29.987331,-0.028248977424476795,0.3563875523427096
CLI1483,1,1,65,1,2,1,4,1,80893,1385,80,0,250,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-75.51173,1.9279248,-1.7490230589858178,0.8061938254016174
CLI1484,1,1,40,1,1,1,2,2,96107,87,50,0,412,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,22.549368,41.073463,-0.5197107028723766,-0.03542029891796496
CLI1485,1,1,35,0,1,1,3,2,20333,1629,30,0,286,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,26.367632,50.907024,1.2594604499018334,0.6902964475512624
CLI1486,1,0,28,1,0,0,2,2,31928,1616,30,0,46,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,86.939644,-21.49516,2.383376358490568,-0.7668598896317329
CLI1487,1,1,53,1,2,0,1,1,62614,1365,50,0,417,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,-30.26687,-26.806152,-0.8248231166722451,-1.2750900804688134
CLI1489,0,1,77,1,2,1,2,1,106298,1561,50,0,247,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,-39.00544,17.841576,-2.155088705214924,-0.09300148194447226
CLI149,1,1,88,1,2,0,1,0,124934,837,50,0,442,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,-45.9196,-0.5105507,-3.2335206684181834,-1.445742179605664
CLI1490,0,1,46,0,2,0,3,1,60044,1209,30,0,331,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,-18.19511,-32.74158,-0.29479369542286943,-0.21313082685055254
CLI1491,1,0,29,0,0,0,2,2,31409,1547,30,1,362,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,74.51622,-17.84851,2.235255620853117,-0.8091702884043844
CLI1493,0,0,40,1,1,0,3,2,21662,1836,30,0,301,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,47.22009,-33.522526,1.7070782396278519,-0.3103924767566726
CLI1494,1,0,46,0,2,0,1,1,71197,1326,30,1,356,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,4,-6.392198,-47.11112,-0.4074414254037292,-1.3663218876486185
CLI1495,0,0,39,1,1,0,7,2,27542,1238,30,0,268,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,40.571434,-3.6638517,1.8439947697592776,1.6294427417049635
CLI1496,0,1,24,0,0,1,2,3,18385,2409,30,0,274,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,2,43.498386,68.610985,3.004452835484343,0.24252714429189745
CLI1497,0,0,40,1,1,0,1,2,29329,801,30,0,461,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,39.148315,-45.339764,1.0494824575003476,-1.2670395184303407
CLI1498,1,1,52,1,2,1,3,1,124001,1013,80,0,558,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,-76.92706,10.68105,-2.1219469917076474,0.20195845209410376
CLI1499,1,0,21,0,0,0,4,3,14849,2685,30,0,130,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,56.322487,71.31276,3.9212445545570955,0.21349894231956226
CLI15,1,1,77,0,2,0,1,1,45283,1228,30,0,437,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,-41.01039,-53.183826,-1.1900966551377694,-1.1568066023131498
CLI150,0,0,31,1,0,0,4,2,19619,1376,30,1,361,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,62.15988,0.3881583,2.549134784097335,0.24661854596749386
CLI1500,1,1,40,1,1,0,2,2,125474,1698,50,0,484,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,28.677345,-32.5329,0.2131918624245867,-0.9663523736473104
CLI1501,0,0,31,1,0,0,3,2,20530,1445,30,1,356,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,64.843216,-12.6001835,2.4663240622033253,-0.24254149682651
CLI1502,1,1,57,0,2,1,4,1,67186,1306,30,0,80,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,3,-8.567731,19.523003,-0.8536116753840812,1.1057437347560508
CLI1503,1,1,55,1,2,1,4,1,99936,1072,80,0,277,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,-61.33736,-7.798742,-1.716891170826317,0.8006053925121485
CLI1505,0,0,32,1,1,0,1,2,25319,1652,30,1,185,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,21.031351,-62.46709,1.7033075834919074,-1.2447498522414036
CLI1506,0,0,25,0,0,0,4,3,28495,165,30,0,594,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,69.90686,24.022219,2.7550714042113484,0.26124921859996586
CLI1507,1,1,55,1,2,1,4,1,53455,1561,30,0,379,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,-14.067418,46.786556,-0.6699547520317771,1.0861098341199535
CLI1508,0,0,23,0,0,0,4,3,23231,2064,30,1,243,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,70.26351,57.476673,3.452163023590086,0.16557031719529883
CLI1509,0,1,62,1,2,0,1,1,121031,1365,50,1,379,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,-47.172867,-70.48026,-1.766060171508697,-1.472837961245744
CLI151,1,1,78,1,2,1,3,1,87130,896,80,0,276,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,-74.381744,6.705734,-2.4104151161197884,0.33393278685931393
CLI1510,1,1,35,1,1,2,2,2,31966,1146,30,1,302,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,20.473402,70.8812,0.6161269770011423,1.0821225945823576
CLI1511,0,0,35,1,1,0,9,2,24626,1376,30,1,243,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,40.36644,0.6386515,2.3240045851641025,2.6447118517499235
