ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5,Cluster_PCA,Profesion,Zona
CLI2599,Masculino,Sí,39,Sí,10-20annos,Bajo,1,Millennials,26256,1307,30,No,478,0,1,0,0,0,0,Técnico,Noreste
CLI260,Masculino,No,42,Sí,+20annos,Bajo,3,Millennials,24978,133,30,No,74,1,0,0,0,0,0,Servicios,Centro
CLI2600,Femenino,Sí,46,Sí,+20annos,Medio,2,Generacion X,120369,1756,50,No,418,0,0,1,0,0,2,Funcionario,Noroeste
CLI2601,Femenino,No,36,No,10-20annos,Bajo,1,Millennials,27322,1698,30,No,513,0,0,0,1,0,0,Construcción,Centro
CLI2602,Femenino,Sí,39,No,10-20annos,Alto,2,Millennials,26828,755,30,No,541,0,0,0,1,0,4,Técnico,Levante
CLI2603,Femenino,Sí,65,Sí,+20annos,Medio,5,Generacion X,37977,1228,30,No,210,1,0,0,0,0,4,Servicios,Centro
CLI2604,Masculino,Sí,77,Sí,+20annos,Bajo,1,Generacion X,69204,7,50,No,425,0,0,1,0,0,2,Servicios,Noroeste
CLI2605,Masculino,Sí,58,No,+20annos,Bajo,1,Generacion X,82546,1541,120,No,119,1,0,0,0,0,2,Otros,Noroeste
CLI2606,Femenino,Sí,88,No,+20annos,Alto,2,Generacion Silenciosa,23423,1717,30,No,227,1,0,0,0,0,1,Servicios,Centro
CLI2607,Masculino,Sí,62,No,+20annos,Alto,3,Generacion X,50191,1678,30,No,459,0,0,1,0,0,4,Empresarial,Noroeste
CLI2608,Masculino,Sí,43,Sí,+20annos,Medio,2,Millennials,38942,156,50,No,301,0,0,0,0,1,4,Servicios,Centro
CLI2609,Femenino,Sí,80,Sí,+20annos,Medio,3,Generacion Silenciosa,98964,1287,80,No,109,1,0,0,0,0,1,Servicios,Noreste
CLI261,Masculino,Sí,20,No,<10annos,Alto,4,Generacion Z,21453,1098,30,No,515,0,0,0,1,0,3,Empresarial,Noreste
CLI2610,Femenino,Sí,64,Sí,+20annos,Medio,5,Generacion X,79106,1248,30,Sí,242,1,0,0,0,0,4,Servicios,Noroeste
CLI2611,Femenino,No,33,No,10-20annos,Bajo,9,Millennials,31425,1997,30,No,129,1,0,0,0,0,3,Construcción,Sur
CLI2612,Femenino,No,25,No,<10annos,Bajo,3,Generacion Z,19429,1961,30,No,361,0,0,0,0,1,3,Funcionario,Noreste
CLI2613,Masculino,Sí,65,Sí,+20annos,Medio,4,Generacion X,87235,74,80,No,174,1,0,0,0,0,1,Servicios,Noroeste
CLI2614,Femenino,Sí,62,Sí,+20annos,Bajo,2,Generacion X,116999,1482,50,No,134,1,0,0,0,0,2,Técnico,Noroeste
CLI2615,Femenino,Sí,44,Sí,+20annos,Bajo,1,Generacion X,41894,1721,50,Sí,142,1,0,0,0,0,2,Servicios,Noroeste
CLI2616,Femenino,Sí,75,Sí,+20annos,Bajo,2,Generacion X,46073,622,50,No,150,1,0,0,0,0,2,Servicios,Noroeste
CLI2617,Masculino,No,32,Sí,10-20annos,Bajo,6,Millennials,31593,2066,30,Sí,363,0,0,0,0,1,3,Servicios,Periferia
CLI2618,Femenino,Sí,61,Sí,+20annos,Medio,3,Generacion X,123667,622,80,No,243,1,0,0,0,0,1,Servicios,Periferia
CLI2619,Masculino,No,23,No,<10annos,Bajo,4,Generacion Z,12131,2133,30,No,281,1,0,0,0,0,3,Funcionario,Sur
CLI262,Masculino,Sí,55,Sí,+20annos,Medio,3,Generacion X,115574,603,80,No,251,1,0,0,0,0,1,Servicios,Noroeste
CLI2620,Femenino,No,21,No,<10annos,Bajo,4,Generacion Z,15595,2513,30,No,271,1,0,0,0,0,3,Técnico,Noreste
CLI2621,Femenino,Sí,45,No,+20annos,Medio,4,Generacion X,72209,1192,30,No,224,1,0,0,0,0,4,Funcionario,Noreste
CLI2622,Masculino,No,45,Sí,+20annos,Bajo,1,Generacion X,50498,663,50,No,130,1,0,0,0,0,2,Servicios,Centro
CLI2623,Masculino,No,36,No,10-20annos,Bajo,2,Millennials,21173,1008,30,No,45,1,0,0,0,0,0,Técnico,Noroeste
CLI2624,Masculino,Sí,34,No,10-20annos,Medio,2,Millennials,28007,1031,30,Sí,164,1,0,0,0,0,0,Servicios,Centro
CLI2625,Masculino,No,45,Sí,+20annos,Bajo,1,Generacion X,117249,1031,50,No,79,1,0,0,0,0,2,Servicios,Noroeste
CLI2626,Masculino,Sí,39,Sí,10-20annos,Alto,4,Millennials,27927,686,30,No,368,0,0,1,0,0,4,Empresarial,Sur
CLI2627,Masculino,Sí,45,Sí,+20annos,Medio,2,Generacion X,117047,1054,50,Sí,216,1,0,0,0,0,2,Otros,Levante
CLI2628,Masculino,Sí,89,Sí,+20annos,Alto,2,Generacion Silenciosa,104985,1326,50,Sí,167,1,0,0,0,0,1,Servicios,Levante
CLI2629,Masculino,No,29,No,<10annos,Bajo,3,Millennials,20428,995,30,No,411,0,0,1,0,0,0,Funcionario,Norte
CLI263,Femenino,No,51,Sí,+20annos,Bajo,1,Generacion X,51073,1502,50,No,253,1,0,0,0,0,2,Técnico,Noroeste
CLI2630,Masculino,Sí,46,No,+20annos,Alto,5,Generacion X,78677,974,30,No,595,0,0,0,1,0,4,Empresarial,Noroeste
CLI2631,Femenino,Sí,58,Sí,+20annos,Medio,2,Generacion X,89062,974,50,Sí,280,1,0,0,0,0,1,Servicios,Noreste
CLI2632,Femenino,Sí,36,Sí,10-20annos,Medio,3,Millennials,23745,1905,30,No,264,1,0,0,0,0,0,Otros,Centro
CLI2633,Masculino,Sí,43,Sí,+20annos,Bajo,2,Millennials,51827,1698,50,No,38,1,0,0,0,0,0,Servicios,Noreste
CLI2634,Masculino,Sí,91,Sí,+20annos,Alto,2,Generacion Silenciosa,107759,681,50,No,354,0,0,0,0,1,1,Empresarial,Sur
CLI2635,Femenino,No,28,No,<10annos,Bajo,3,Millennials,31580,2996,30,Sí,312,0,0,0,0,1,3,Servicios,Sur
CLI2636,Masculino,No,44,Sí,+20annos,Bajo,2,Generacion X,32889,133,30,No,567,0,1,0,0,0,2,Otros,Noroeste
CLI2637,Femenino,No,24,No,<10annos,Bajo,4,Generacion Z,23274,995,30,No,566,0,0,0,1,0,3,Funcionario,Noroeste
CLI2638,Femenino,Sí,41,Sí,10-20annos,Medio,2,Millennials,61340,1399,50,No,395,0,0,1,0,0,0,Servicios,Levante
CLI2639,Femenino,Sí,72,Sí,+20annos,Bajo,2,Generacion X,87786,1306,50,No,506,0,1,0,0,0,2,Servicios,Sur
CLI264,Femenino,Sí,79,No,+20annos,Alto,3,Generacion Silenciosa,32554,994,30,No,223,1,0,0,0,0,1,Servicios,Noreste
CLI2640,Masculino,Sí,54,Sí,+20annos,Medio,2,Generacion X,129522,72,50,Sí,209,1,0,0,0,0,1,Servicios,Sur
CLI2641,Femenino,Sí,42,Sí,+20annos,Bajo,2,Millennials,62671,1215,50,Sí,307,0,0,0,0,1,2,Técnico,Norte
CLI2642,Femenino,Sí,72,Sí,+20annos,Medio,2,Generacion X,108546,1561,50,No,135,1,0,0,0,0,1,Servicios,Noroeste
CLI2643,Femenino,Sí,53,No,+20annos,Medio,5,Generacion X,107116,1678,30,No,420,0,0,1,0,0,4,Técnico,Sur
CLI2644,Masculino,Sí,57,Sí,+20annos,Bajo,4,Generacion X,65351,935,80,Sí,244,1,0,0,0,0,2,Otros,Sur
CLI2645,Masculino,Sí,80,Sí,+20annos,Bajo,1,Generacion Silenciosa,129414,1248,50,No,492,0,1,0,0,0,2,Servicios,Levante
CLI2646,Femenino,No,53,Sí,+20annos,Bajo,1,Generacion X,81949,583,50,Sí,239,1,0,0,0,0,2,Técnico,Periferia
CLI2647,Masculino,No,28,Sí,<10annos,Bajo,2,Millennials,22313,2513,30,Sí,230,1,0,0,0,0,3,Técnico,Noroeste
CLI2648,Masculino,No,34,Sí,10-20annos,Bajo,3,Millennials,29117,1813,30,No,277,1,0,0,0,0,0,Funcionario,Sur
CLI2649,Masculino,No,28,No,<10annos,Bajo,9,Millennials,18028,3099,30,No,487,0,0,1,0,0,3,Otros,Sur
CLI265,Femenino,No,36,No,10-20annos,Bajo,4,Millennials,26531,1054,30,Sí,169,1,0,0,0,0,0,Técnico,Noroeste
CLI2650,Masculino,No,23,No,<10annos,Bajo,1,Generacion Z,19202,3065,30,No,582,0,0,0,1,0,3,Técnico,Noreste
CLI2652,Masculino,No,28,No,<10annos,Bajo,3,Millennials,18324,1512,30,No,595,0,0,0,1,0,3,Empresarial,Sur
CLI2653,Masculino,Sí,28,Sí,<10annos,Bajo,2,Millennials,26675,2616,30,No,95,1,0,0,0,0,0,Servicios,Sur
CLI2654,Masculino,No,32,No,10-20annos,Bajo,3,Millennials,31934,11,30,No,213,1,0,0,0,0,0,Otros,Centro
CLI2655,Femenino,Sí,79,No,+20annos,Medio,3,Generacion Silenciosa,96233,1091,30,No,208,1,0,0,0,0,1,Otros,Centro
CLI2656,Masculino,Sí,53,Sí,+20annos,Alto,2,Generacion X,79268,72,50,No,408,0,0,1,0,0,1,Servicios,Periferia
CLI2657,Masculino,No,31,No,<10annos,Bajo,5,Millennials,20470,1077,30,No,579,0,0,0,1,0,3,Técnico,Centro
CLI2658,Femenino,Sí,46,Sí,+20annos,Alto,3,Generacion X,58017,779,80,Sí,153,1,0,0,0,0,1,Servicios,Periferia
CLI2659,Femenino,Sí,35,Sí,10-20annos,Bajo,3,Millennials,18241,1146,30,No,193,1,0,0,0,0,0,Servicios,Sur
CLI266,Femenino,No,28,No,<10annos,Bajo,7,Millennials,30471,2306,30,Sí,162,1,0,0,0,0,3,Construcción,Sur
CLI2660,Masculino,Sí,54,Sí,+20annos,Bajo,1,Generacion X,40387,1287,50,Sí,379,0,0,1,0,0,2,Servicios,Periferia
CLI2661,Femenino,Sí,61,Sí,+20annos,Medio,2,Generacion X,105539,974,50,Sí,107,1,0,0,0,0,1,Servicios,Sur
CLI2662,Femenino,Sí,44,Sí,+20annos,Medio,3,Generacion X,58726,1468,30,No,397,0,0,1,0,0,4,Servicios,Noroeste
CLI2663,Femenino,No,41,Sí,10-20annos,Bajo,3,Millennials,47268,985,30,No,371,0,0,1,0,0,0,Técnico,Centro
CLI2664,Masculino,No,30,No,<10annos,Bajo,4,Millennials,25527,179,30,No,106,1,0,0,0,0,0,Funcionario,Norte
CLI2665,Femenino,Sí,35,Sí,10-20annos,Alto,2,Millennials,24241,1008,30,No,531,0,0,0,1,0,4,Construcción,Noroeste
CLI2666,Masculino,Sí,40,No,10-20annos,Alto,4,Millennials,72526,1008,30,No,277,1,0,0,0,0,4,Empresarial,Norte
CLI2667,Femenino,No,31,Sí,<10annos,Bajo,1,Millennials,27273,1629,30,Sí,276,1,0,0,0,0,0,Construcción,Centro
CLI2668,Masculino,Sí,79,No,+20annos,Medio,1,Generacion Silenciosa,62339,1228,30,No,167,1,0,0,0,0,1,Otros,Norte
CLI2669,Masculino,No,20,No,<10annos,Bajo,4,Generacion Z,23994,2961,30,No,33,1,0,0,0,0,3,Otros,Noroeste
CLI267,Femenino,Sí,83,No,+20annos,Alto,2,Generacion Silenciosa,51383,622,30,No,51,1,0,0,0,0,1,Otros,Norte
CLI2670,Femenino,No,40,Sí,10-20annos,Bajo,1,Millennials,35939,1284,50,No,581,0,1,0,0,0,0,Servicios,Noreste
CLI2671,Femenino,Sí,32,No,10-20annos,Alto,3,Millennials,23004,824,30,No,167,1,0,0,0,0,4,Construcción,Noreste
CLI2672,Femenino,Sí,97,Sí,+20annos,Alto,2,Generacion Silenciosa,60286,1111,50,Sí,345,0,0,0,0,1,1,Servicios,Norte
CLI2673,Femenino,No,42,Sí,+20annos,Bajo,1,Millennials,66411,156,50,No,546,0,1,0,0,0,2,Técnico,Periferia
CLI2674,Masculino,Sí,96,Sí,+20annos,Bajo,1,Generacion Silenciosa,99698,1209,50,No,241,1,0,0,0,0,2,Servicios,Norte
CLI2675,Masculino,Sí,56,Sí,+20annos,Bajo,3,Generacion X,33534,681,30,No,179,1,0,0,0,0,2,Servicios,Sur
CLI2676,Masculino,Sí,56,Sí,+20annos,Medio,4,Generacion X,113828,935,80,Sí,316,0,0,0,0,1,1,Otros,Periferia
CLI2677,Masculino,No,34,No,10-20annos,Bajo,2,Millennials,21348,2043,30,No,225,1,0,0,0,0,0,Servicios,Noroeste
CLI2678,Femenino,Sí,52,Sí,+20annos,Medio,3,Generacion X,34457,642,30,No,270,1,0,0,0,0,4,Servicios,Norte
CLI268,Masculino,No,79,Sí,+20annos,Bajo,1,Generacion Silenciosa,59940,994,50,No,52,1,0,0,0,0,2,Servicios,Noroeste
CLI2680,Masculino,No,34,No,10-20annos,Bajo,4,Millennials,19684,1077,30,Sí,187,1,0,0,0,0,0,Funcionario,Centro
CLI2681,Masculino,No,32,Sí,10-20annos,Bajo,6,Millennials,27074,824,30,No,76,1,0,0,0,0,3,Funcionario,Centro
CLI2682,Femenino,No,22,No,<10annos,Bajo,1,Generacion Z,23545,2789,30,No,182,1,0,0,0,0,3,Funcionario,Levante
CLI2683,Femenino,No,45,Sí,+20annos,Bajo,1,Generacion X,56305,732,50,No,332,0,0,0,0,1,2,Servicios,Periferia
CLI2684,Masculino,Sí,75,No,+20annos,Medio,2,Generacion X,97487,1482,120,No,565,0,0,0,1,0,1,Otros,Noreste
CLI2685,Masculino,Sí,31,Sí,<10annos,Bajo,2,Millennials,28676,1376,30,No,419,0,0,1,0,0,0,Servicios,Levante
CLI2686,Masculino,No,35,Sí,10-20annos,Bajo,4,Millennials,22068,939,30,No,48,1,0,0,0,0,0,Técnico,Noroeste
CLI2687,Masculino,Sí,83,Sí,+20annos,Bajo,1,Generacion Silenciosa,43930,1541,50,No,107,1,0,0,0,0,2,Servicios,Noroeste
CLI2688,Femenino,No,43,Sí,+20annos,Bajo,1,Millennials,61348,1422,50,No,210,1,0,0,0,0,2,Funcionario,Noreste
CLI2689,Masculino,No,20,No,<10annos,Bajo,3,Generacion Z,19680,234,30,No,406,0,0,1,0,0,3,Funcionario,Noreste
CLI269,Femenino,Sí,79,Sí,+20annos,Medio,3,Generacion Silenciosa,67348,1502,80,Sí,211,1,0,0,0,0,1,Servicios,Sur
CLI2690,Femenino,Sí,46,Sí,+20annos,Medio,2,Generacion X,97260,1482,50,Sí,361,0,0,0,0,1,2,Servicios,Periferia
CLI2691,Masculino,Sí,53,Sí,+20annos,Medio,4,Generacion X,23398,1365,30,Sí,214,1,0,0,0,0,4,Empresarial,Levante
CLI2692,Femenino,Sí,77,Sí,+20annos,Alto,2,Generacion X,38962,1737,50,No,462,0,1,0,0,0,1,Servicios,Centro
CLI2693,Masculino,Sí,50,Sí,+20annos,Medio,2,Generacion X,126515,1052,50,No,317,0,0,0,0,1,1,Servicios,Sur
CLI2694,Femenino,No,32,Sí,10-20annos,Bajo,4,Millennials,18295,2066,30,No,481,0,0,1,0,0,3,Funcionario,Levante
CLI2695,Masculino,Sí,55,Sí,+20annos,Medio,3,Generacion X,56502,1678,80,No,290,1,0,0,0,0,4,Otros,Levante
CLI2696,Femenino,No,24,No,<10annos,Bajo,6,Generacion Z,16481,1926,30,No,342,0,0,0,0,1,3,Funcionario,Centro
CLI2697,Masculino,Sí,51,Sí,+20annos,Bajo,2,Generacion X,45467,1639,50,No,216,1,0,0,0,0,2,Servicios,Norte
CLI2698,Masculino,Sí,43,No,+20annos,Bajo,2,Millennials,24490,179,30,No,560,0,0,0,1,0,0,Servicios,Noroeste
CLI2699,Femenino,Sí,89,Sí,+20annos,Alto,2,Generacion Silenciosa,96536,1111,50,No,531,0,0,0,1,0,1,Servicios,Noroeste
CLI27,Masculino,Sí,62,No,+20annos,Medio,3,Generacion X,126060,1737,200,Sí,295,1,0,0,0,0,1,Servicios,Centro
CLI270,Masculino,Sí,40,Sí,10-20annos,Bajo,6,Millennials,56576,2043,30,No,177,1,0,0,0,0,3,Otros,Noroeste
CLI2700,Femenino,Sí,54,Sí,+20annos,Medio,3,Generacion X,83324,1306,80,No,559,0,0,0,1,0,1,Servicios,Levante
CLI2701,Masculino,No,47,Sí,+20annos,Bajo,1,Generacion X,113853,1482,50,No,548,0,1,0,0,0,2,Técnico,Centro
CLI2702,Masculino,Sí,73,Sí,+20annos,Alto,2,Generacion X,98421,896,50,No,569,0,0,0,1,0,1,Servicios,Noroeste
CLI2703,Femenino,No,58,Sí,+20annos,Bajo,2,Generacion X,122564,876,50,Sí,152,1,0,0,0,0,2,Servicios,Noroeste
CLI2704,Femenino,No,32,Sí,10-20annos,Bajo,1,Millennials,27005,1997,30,No,266,1,0,0,0,0,0,Servicios,Sur
CLI2705,Femenino,Sí,95,Sí,+20annos,Alto,2,Generacion Silenciosa,65788,1385,50,No,227,1,0,0,0,0,1,Servicios,Centro
CLI2706,Masculino,Sí,77,Sí,+20annos,Medio,3,Generacion X,102150,1287,80,Sí,157,1,0,0,0,0,1,Servicios,Norte
CLI2707,Femenino,Sí,40,Sí,10-20annos,Medio,2,Millennials,87553,847,50,No,333,0,0,0,0,1,4,Servicios,Centro
CLI2708,Masculino,No,39,Sí,10-20annos,Bajo,2,Millennials,29873,1652,30,No,208,1,0,0,0,0,0,Servicios,Centro
CLI2709,Femenino,Sí,46,Sí,+20annos,Alto,2,Generacion X,66650,16,50,Sí,238,1,0,0,0,0,1,Servicios,Noreste
CLI271,Masculino,Sí,44,Sí,+20annos,Bajo,2,Generacion X,55372,801,50,Sí,249,1,0,0,0,0,2,Servicios,Sur
CLI2710,Femenino,Sí,54,Sí,+20annos,Alto,3,Generacion X,21810,564,30,Sí,224,1,0,0,0,0,4,Técnico,Sur
CLI2711,Femenino,No,22,No,<10annos,Bajo,3,Generacion Z,19566,2685,30,No,357,0,0,0,0,1,3,Servicios,Centro
CLI2712,Femenino,Sí,30,No,<10annos,Medio,9,Millennials,30255,133,30,No,220,1,0,0,0,0,3,Técnico,Noroeste
CLI2713,Masculino,Sí,62,Sí,+20annos,Bajo,1,Generacion X,78587,896,50,No,386,0,0,1,0,0,2,Servicios,Sur
CLI2714,Masculino,Sí,74,No,+20annos,Bajo,1,Generacion X,83459,1111,120,No,151,1,0,0,0,0,2,Servicios,Centro
CLI2715,Femenino,Sí,56,Sí,+20annos,Bajo,1,Generacion X,34802,857,30,No,367,0,0,1,0,0,2,Servicios,Sur
CLI2716,Masculino,Sí,54,Sí,+20annos,Medio,3,Generacion X,103510,1756,80,Sí,191,1,0,0,0,0,1,Servicios,Levante
CLI2717,Masculino,Sí,56,No,+20annos,Bajo,3,Generacion X,123881,1756,200,Sí,285,1,0,0,0,0,2,Servicios,Noroeste
CLI2718,Femenino,No,29,Sí,<10annos,Bajo,9,Millennials,23601,2927,30,No,557,0,0,0,1,0,3,Servicios,Centro
CLI2719,Masculino,No,65,Sí,+20annos,Bajo,3,Generacion X,118386,1424,80,No,537,0,1,0,0,0,2,Otros,Noroeste
CLI272,Femenino,No,31,Sí,<10annos,Bajo,4,Millennials,31689,202,30,No,511,0,0,0,1,0,0,Otros,Sur
CLI2720,Femenino,Sí,34,Sí,10-20annos,Bajo,1,Millennials,26526,1008,30,No,415,0,0,1,0,0,0,Otros,Norte
CLI2721,Masculino,Sí,47,No,+20annos,Alto,3,Generacion X,42204,935,30,No,466,0,0,1,0,0,4,Empresarial,Centro
CLI2722,Masculino,Sí,65,No,+20annos,Medio,5,Generacion X,127094,974,200,Sí,352,0,0,0,0,1,1,Empresarial,Noroeste
CLI2723,Femenino,No,39,Sí,10-20annos,Bajo,1,Millennials,23032,1813,30,Sí,330,0,0,0,0,1,0,Técnico,Noreste
CLI2724,Masculino,No,20,No,<10annos,Bajo,1,Generacion Z,13706,272,30,No,125,1,0,0,0,0,0,Funcionario,Noreste
CLI2725,Femenino,No,53,Sí,+20annos,Bajo,2,Generacion X,28560,1287,30,No,246,1,0,0,0,0,2,Otros,Norte
CLI2726,Femenino,Sí,97,Sí,+20annos,Alto,2,Generacion Silenciosa,79193,1619,50,Sí,239,1,0,0,0,0,1,Servicios,Noroeste
CLI2727,Femenino,No,33,Sí,10-20annos,Bajo,6,Millennials,29078,1629,30,Sí,378,0,0,1,0,0,3,Funcionario,Noreste
CLI2728,Femenino,No,24,No,<10annos,Bajo,3,Generacion Z,21143,3065,30,No,59,1,0,0,0,0,3,Funcionario,Centro
CLI2729,Masculino,Sí,73,Sí,+20annos,Alto,2,Generacion X,75910,583,50,Sí,280,1,0,0,0,0,1,Servicios,Noroeste
CLI273,Femenino,No,31,Sí,<10annos,Bajo,3,Millennials,21001,156,30,Sí,194,1,0,0,0,0,0,Técnico,Levante
CLI2730,Femenino,Sí,89,No,+20annos,Alto,2,Generacion Silenciosa,127887,1346,120,No,138,1,0,0,0,0,1,Técnico,Levante
CLI2731,Femenino,Sí,40,No,10-20annos,Medio,2,Millennials,34380,1951,30,No,340,0,0,0,0,1,0,Técnico,Noreste
CLI2732,Masculino,Sí,33,No,10-20annos,Medio,2,Millennials,24940,1031,30,Sí,275,1,0,0,0,0,0,Técnico,Sur
CLI2733,Femenino,No,55,Sí,+20annos,Bajo,1,Generacion X,90949,1756,50,Sí,118,1,0,0,0,0,2,Técnico,Norte
CLI2734,Masculino,Sí,56,Sí,+20annos,Bajo,2,Generacion X,49859,1697,50,No,281,1,0,0,0,0,2,Servicios,Noroeste
CLI2735,Masculino,Sí,73,Sí,+20annos,Alto,3,Generacion X,22906,1619,30,No,33,1,0,0,0,0,4,Servicios,Noroeste
CLI2736,Femenino,Sí,43,Sí,+20annos,Medio,2,Millennials,37335,1606,50,Sí,151,1,0,0,0,0,4,Técnico,Norte
CLI2737,Femenino,No,31,No,<10annos,Bajo,5,Millennials,18179,1606,30,No,136,1,0,0,0,0,3,Otros,Norte
CLI2738,Masculino,Sí,39,Sí,10-20annos,Medio,3,Millennials,28916,824,30,No,450,0,0,1,0,0,0,Empresarial,Noroeste
CLI2739,Femenino,Sí,55,Sí,+20annos,Bajo,1,Generacion X,74614,1052,50,No,361,0,0,0,0,1,2,Servicios,Noroeste
CLI2740,Masculino,No,30,Sí,<10annos,Bajo,2,Millennials,29006,1836,30,No,470,0,0,1,0,0,0,Otros,Noroeste
CLI2741,Masculino,Sí,66,Sí,+20annos,Alto,5,Generacion X,95296,974,30,No,599,0,0,0,1,0,4,Empresarial,Norte
CLI2742,Masculino,Sí,57,No,+20annos,Medio,4,Generacion X,31842,1111,30,No,538,0,0,0,1,0,4,Otros,Noroeste
CLI2743,Masculino,Sí,35,No,10-20annos,Bajo,3,Millennials,29545,1928,30,Sí,262,1,0,0,0,0,0,Empresarial,Sur
CLI2744,Femenino,Sí,46,Sí,+20annos,Bajo,1,Generacion X,47680,896,50,Sí,213,1,0,0,0,0,2,Técnico,Centro
CLI2745,Masculino,No,53,Sí,+20annos,Bajo,2,Generacion X,80064,72,50,No,305,0,0,0,0,1,2,Otros,Noroeste
CLI2746,Masculino,Sí,83,Sí,+20annos,Alto,2,Generacion Silenciosa,33015,1228,30,No,172,1,0,0,0,0,1,Servicios,Periferia
CLI2747,Masculino,No,29,Sí,<10annos,Bajo,2,Millennials,19378,2306,30,Sí,252,1,0,0,0,0,3,Construcción,Noreste
CLI2748,Femenino,No,23,No,<10annos,Bajo,7,Generacion Z,17910,1029,30,Sí,174,1,0,0,0,0,3,Funcionario,Noroeste
CLI2749,Femenino,No,58,No,+20annos,Bajo,1,Generacion X,33302,1658,30,Sí,171,1,0,0,0,0,2,Servicios,Sur
CLI275,Masculino,Sí,47,Sí,+20annos,Bajo,2,Generacion X,93570,1385,50,No,350,0,0,0,0,1,2,Servicios,Periferia
CLI2750,Masculino,No,35,Sí,10-20annos,Bajo,3,Millennials,21633,1629,30,No,479,0,0,1,0,0,0,Técnico,Noroeste
CLI2751,Femenino,Sí,62,Sí,+20annos,Medio,2,Generacion X,103335,661,50,Sí,205,1,0,0,0,0,1,Técnico,Levante
CLI2752,Femenino,No,40,Sí,10-20annos,Bajo,4,Millennials,91809,1468,30,No,129,1,0,0,0,0,0,Servicios,Levante
CLI2753,Masculino,Sí,91,Sí,+20annos,Bajo,2,Generacion Silenciosa,58092,661,50,Sí,233,1,0,0,0,0,2,Servicios,Centro
CLI2754,Masculino,Sí,46,Sí,+20annos,Bajo,2,Generacion X,119608,1717,50,No,547,0,1,0,0,0,2,Empresarial,Norte
CLI2755,Femenino,Sí,73,No,+20annos,Alto,2,Generacion X,113222,1639,120,Sí,181,1,0,0,0,0,1,Servicios,Noreste
CLI2756,Masculino,Sí,68,Sí,+20annos,Alto,2,Generacion X,43305,1463,50,Sí,303,0,0,0,0,1,1,Empresarial,Periferia
CLI2757,Masculino,Sí,44,No,+20annos,Bajo,4,Generacion X,112120,1974,30,No,592,0,0,0,1,0,4,Empresarial,Noroeste
CLI2758,Masculino,No,42,Sí,+20annos,Bajo,1,Millennials,83218,939,50,No,589,0,0,0,1,0,2,Servicios,Sur
CLI2759,Masculino,No,20,No,<10annos,Bajo,5,Generacion Z,15048,1754,30,Sí,117,1,0,0,0,0,3,Funcionario,Noroeste
CLI276,Femenino,Sí,39,Sí,10-20annos,Medio,2,Millennials,29143,1399,30,No,230,1,0,0,0,0,0,Servicios,Centro
CLI2761,Masculino,No,25,No,<10annos,Bajo,4,Generacion Z,24175,2478,30,No,278,1,0,0,0,0,3,Funcionario,Noreste
CLI2762,Femenino,Sí,62,Sí,+20annos,Medio,2,Generacion X,94411,1033,50,No,434,0,0,1,0,0,1,Servicios,Sur
CLI2763,Masculino,No,46,Sí,+20annos,Bajo,1,Generacion X,121571,837,50,No,191,1,0,0,0,0,2,Servicios,Noroeste
CLI2764,Femenino,No,35,No,10-20annos,Bajo,4,Millennials,26848,1836,30,No,326,0,0,0,0,1,0,Empresarial,Centro
CLI2765,Femenino,No,31,No,<10annos,Bajo,5,Millennials,29988,1606,30,No,283,1,0,0,0,0,3,Empresarial,Noreste
CLI2766,Masculino,Sí,85,No,+20annos,Bajo,1,Generacion Silenciosa,81386,837,120,No,357,0,0,0,0,1,2,Servicios,Sur
CLI2767,Masculino,Sí,39,Sí,10-20annos,Alto,4,Millennials,28620,1146,30,No,183,1,0,0,0,0,4,Empresarial,Sur
CLI2768,Femenino,No,33,Sí,10-20annos,Bajo,1,Millennials,23946,1192,30,No,389,0,0,1,0,0,0,Funcionario,Noreste
CLI2769,Femenino,No,58,Sí,+20annos,Bajo,2,Generacion X,75688,1091,50,No,88,1,0,0,0,0,2,Técnico,Noroeste
CLI277,Masculino,Sí,72,Sí,+20annos,Alto,2,Generacion X,49363,1463,50,Sí,288,1,0,0,0,0,1,Servicios,Noroeste
CLI2770,Femenino,No,30,Sí,<10annos,Bajo,1,Millennials,22260,1882,30,No,97,1,0,0,0,0,0,Servicios,Norte
CLI2772,Masculino,Sí,57,Sí,+20annos,Alto,4,Generacion X,49867,583,30,Sí,127,1,0,0,0,0,4,Empresarial,Noroeste
CLI2773,Masculino,No,32,Sí,10-20annos,Bajo,3,Millennials,25278,1307,30,No,420,0,0,1,0,0,0,Técnico,Noreste
CLI2774,Masculino,No,40,Sí,10-20annos,Bajo,3,Millennials,41668,1261,30,Sí,174,1,0,0,0,0,0,Servicios,Norte
CLI2775,Femenino,No,45,Sí,+20annos,Bajo,1,Generacion X,116184,1468,50,No,50,1,0,0,0,0,2,Servicios,Sur
CLI2776,Masculino,Sí,79,Sí,+20annos,Alto,4,Generacion Silenciosa,126076,955,80,No,364,0,0,0,0,1,1,Empresarial,Noreste
CLI2777,Femenino,Sí,55,Sí,+20annos,Bajo,2,Generacion X,65695,1091,50,No,479,0,0,1,0,0,2,Técnico,Sur
