ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Profesion_Construcción,Profesion_Empresarial,Profesion_Funcionario,Profesion_Otros,Profesion_Servicios,Profesion_Técnico,Zona_Centro,Zona_Levante,Zona_Noreste,Zona_Noroeste,Zona_Norte,Zona_Periferia,Zona_Sur,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5
CLI1477,1,1,63,1,2,2,2,1961,1,48562,1658,50,0,439,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CLI1478,1,1,46,1,2,1,5,1978,1,25552,1737,30,0,367,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1479,0,1,75,1,2,2,2,1949,1,73602,974,50,0,425,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI148,0,1,31,0,0,1,2,1993,2,22265,1951,30,1,248,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
CLI1480,1,1,42,1,2,1,4,1982,2,100066,893,30,0,63,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
CLI1481,1,1,34,0,1,1,3,1990,2,26050,1997,30,0,319,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1482,0,1,56,0,2,0,4,1968,1,29841,1463,30,0,357,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
CLI1483,1,1,65,1,2,1,4,1959,1,80893,1385,80,0,250,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1484,1,1,40,1,1,1,2,1984,2,96107,87,50,0,412,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1485,1,1,35,0,1,1,3,1989,2,20333,1629,30,0,286,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1486,1,0,28,1,0,0,2,1996,2,31928,1616,30,0,46,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
CLI1487,1,1,53,1,2,0,1,1971,1,62614,1365,50,0,417,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CLI1489,0,1,77,1,2,1,2,1947,1,106298,1561,50,0,247,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI149,1,1,88,1,2,0,1,1936,0,124934,837,50,0,442,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1490,0,1,46,0,2,0,3,1978,1,60044,1209,30,0,331,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1491,1,0,29,0,0,0,2,1995,2,31409,1547,30,1,362,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CLI1493,0,0,40,1,1,0,3,1984,2,21662,1836,30,0,301,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1494,1,0,46,0,2,0,1,1978,1,71197,1326,30,1,356,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
CLI1495,0,0,39,1,1,0,7,1985,2,27542,1238,30,0,268,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1496,0,1,24,0,0,1,2,2000,3,18385,2409,30,0,274,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
CLI1497,0,0,40,1,1,0,1,1984,2,29329,801,30,0,461,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1498,1,1,52,1,2,1,3,1972,1,124001,1013,80,0,558,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1499,1,0,21,0,0,0,4,2003,3,14849,2685,30,0,130,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI15,1,1,77,0,2,0,1,1947,1,45283,1228,30,0,437,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI150,0,0,31,1,0,0,4,1993,2,19619,1376,30,1,361,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1500,1,1,40,1,1,0,2,1984,2,125474,1698,50,0,484,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CLI1501,0,0,31,1,0,0,3,1993,2,20530,1445,30,1,356,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
CLI1502,1,1,57,0,2,1,4,1967,1,67186,1306,30,0,80,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
CLI1503,1,1,55,1,2,1,4,1969,1,99936,1072,80,0,277,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI1505,0,0,32,1,1,0,1,1992,2,25319,1652,30,1,185,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI1506,0,0,25,0,0,0,4,1999,3,28495,165,30,0,594,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CLI1507,1,1,55,1,2,1,4,1969,1,53455,1561,30,0,379,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
CLI1508,0,0,23,0,0,0,4,2001,3,23231,2064,30,1,243,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1509,0,1,62,1,2,0,1,1962,1,121031,1365,50,1,379,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI151,1,1,78,1,2,1,3,1946,1,87130,896,80,0,276,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI1510,1,1,35,1,1,2,2,1989,2,31966,1146,30,1,302,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1511,0,0,35,1,1,0,9,1989,2,24626,1376,30,1,243,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI1512,1,1,69,1,2,2,2,1955,1,67653,1424,50,0,125,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1513,1,1,55,0,2,0,2,1969,1,112950,935,120,0,257,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1514,1,1,57,1,2,0,4,1967,1,63184,896,80,0,199,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1515,0,1,54,1,2,1,4,1970,1,77767,1072,80,0,179,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1516,1,0,68,0,2,0,1,1956,1,80050,1502,120,0,357,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1517,0,1,61,0,2,1,7,1963,1,65257,1502,30,1,373,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
CLI1518,1,0,30,0,0,0,3,1994,2,23097,2043,30,1,114,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1519,0,1,50,1,2,0,1,1974,1,120219,1697,50,1,294,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI152,1,1,74,0,2,2,9,1950,1,72312,1091,30,1,363,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1520,0,1,34,0,1,1,2,1990,2,21092,732,30,0,571,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1521,1,0,36,1,1,0,5,1988,2,27428,663,30,0,581,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CLI1522,1,1,57,1,2,1,2,1967,1,96679,1248,50,0,484,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI1523,1,0,46,1,2,0,2,1978,1,46574,1385,50,0,79,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI1524,1,0,42,1,2,0,3,1982,2,101686,801,30,1,233,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1525,1,1,92,1,2,2,2,1932,0,83830,622,50,0,213,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1526,1,1,74,1,2,2,3,1950,1,105454,837,80,0,522,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CLI1527,0,0,35,0,1,0,5,1989,2,18907,1146,30,0,448,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI1528,0,0,36,1,1,0,2,1988,2,29713,1261,30,1,329,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1529,0,0,33,1,1,0,5,1991,2,18388,1606,30,0,581,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI153,0,0,29,0,0,0,1,1995,2,30607,2961,30,1,176,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
CLI1531,0,1,52,1,2,1,2,1972,1,66712,955,50,0,252,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1532,1,0,32,0,1,0,4,1992,2,28412,156,30,0,389,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
CLI1533,1,1,69,0,2,2,4,1955,1,94898,1678,30,1,257,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1535,0,0,53,1,2,0,1,1971,1,33967,1385,30,0,168,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1536,1,1,30,1,0,0,4,1994,2,29404,87,30,0,388,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI1537,0,1,47,1,2,0,1,1977,1,63316,74,50,0,44,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI1538,0,1,55,1,2,0,1,1969,1,47366,1248,50,0,344,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CLI1539,1,0,32,0,1,0,3,1992,2,25897,1813,30,0,287,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI154,0,1,52,1,2,1,2,1972,1,66892,1306,50,1,169,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
CLI1540,1,1,80,1,2,1,1,1944,0,40111,1306,50,1,252,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1541,0,1,63,0,2,0,1,1961,1,31743,1267,30,0,415,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CLI1542,0,1,52,0,2,0,1,1972,1,99185,1248,120,1,183,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
CLI1543,0,1,35,1,1,2,3,1989,2,27045,1008,30,1,342,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLI1544,0,1,28,1,0,1,2,1996,2,21826,1788,30,1,261,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1545,0,1,87,1,2,2,2,1937,0,72774,622,50,0,419,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI1546,0,0,45,1,2,0,1,1979,1,121971,202,50,0,548,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
CLI1547,1,1,40,1,1,1,2,1984,2,98552,663,50,0,364,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1548,1,0,21,0,0,0,9,2003,3,17215,1443,30,0,124,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1549,0,1,54,0,2,1,5,1970,1,48171,1091,30,0,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
CLI155,0,1,47,1,2,1,2,1977,1,84769,1717,50,0,477,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1550,1,1,29,0,0,2,2,1995,2,23061,2064,30,1,390,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1551,1,0,31,1,0,0,2,1993,2,31624,1169,30,1,329,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1552,1,0,92,0,2,0,1,1932,0,106650,1306,120,0,267,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1553,1,1,89,0,2,0,2,1935,0,22710,1541,30,0,584,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
CLI1554,0,0,39,1,1,0,1,1985,2,31788,732,30,0,482,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CLI1555,1,1,61,1,2,1,2,1963,1,93339,16,50,0,307,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
CLI1556,1,1,55,0,2,2,5,1969,1,33043,779,30,0,550,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1557,1,1,86,1,2,0,5,1938,0,66022,622,30,0,382,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI1558,1,1,40,0,1,1,4,1984,2,93767,1974,30,0,337,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CLI1559,1,0,52,1,2,0,1,1972,1,70739,1385,50,1,195,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI156,0,0,30,1,0,0,4,1994,2,18748,1698,30,0,97,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1560,1,1,53,0,2,1,5,1971,1,65569,1561,30,0,254,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1561,0,1,76,1,2,0,2,1948,1,45308,1228,50,0,527,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CLI1562,1,1,42,0,2,2,4,1982,2,67286,1951,30,1,131,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1563,1,1,40,1,1,1,4,1984,2,57012,1629,30,1,338,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLI1564,0,1,57,0,2,1,4,1967,1,29564,1541,30,0,591,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
CLI1565,1,0,51,1,2,0,1,1973,1,94004,7,50,0,403,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
CLI1566,1,0,20,0,0,0,6,2004,3,13361,2858,30,1,295,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1568,1,0,20,0,0,0,6,2004,3,15391,1995,30,0,233,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
CLI1569,1,1,33,0,1,1,3,1991,2,21704,1859,30,1,355,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI157,0,1,50,1,2,0,4,1974,1,63734,158,80,0,126,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1570,1,0,35,1,1,0,3,1989,2,23784,1192,30,0,227,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CLI1571,1,1,47,0,2,2,4,1977,1,105293,1306,30,1,325,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
CLI1572,0,1,54,1,2,1,3,1970,1,110273,779,80,0,430,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI1573,0,0,44,1,2,0,2,1980,1,58896,1031,50,1,217,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1574,1,1,61,1,2,1,3,1963,1,72801,1365,80,1,266,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI1575,0,0,36,0,1,0,7,1988,2,29529,1307,30,0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1576,1,0,34,1,1,0,5,1990,2,26290,1721,30,0,187,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1577,0,0,39,1,1,0,6,1985,2,31226,801,30,1,276,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1578,1,0,44,1,2,0,3,1980,1,92953,1491,30,0,400,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CLI1579,1,1,76,0,2,1,3,1948,1,116119,1717,30,1,201,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CLI158,1,1,84,0,2,0,1,1940,0,53698,974,30,0,259,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1580,0,1,51,1,2,0,4,1973,1,27490,1443,30,0,571,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
CLI1581,0,1,69,1,2,0,2,1955,1,115347,779,50,0,181,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1582,0,0,55,0,2,0,1,1969,1,70642,818,30,1,167,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1583,1,1,67,1,2,1,2,1957,1,112200,1443,50,0,578,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI1584,0,0,55,0,2,0,1,1969,1,96046,1443,120,0,280,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI1585,0,0,28,1,0,0,1,1996,2,21656,995,30,0,64,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1586,1,1,58,1,2,2,3,1966,1,80313,974,80,1,280,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1587,0,1,39,1,1,1,2,1985,2,21600,686,30,0,48,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CLI1588,1,0,21,0,0,0,3,2003,3,18238,2168,30,0,416,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CLI1589,1,0,29,0,0,0,4,1995,2,26047,1547,30,1,257,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI159,0,1,47,1,2,1,4,1977,1,21366,1502,30,0,569,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI1590,0,1,42,0,2,1,4,1982,2,97741,1629,30,0,119,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI1591,0,0,29,0,0,0,1,1995,2,20229,3065,30,0,428,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI1592,1,1,43,1,2,2,3,1981,2,118884,1951,30,0,167,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1593,1,1,43,1,2,0,4,1981,2,35542,1146,30,0,547,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI1594,0,1,79,1,2,0,1,1945,0,50119,896,50,0,181,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI1595,0,0,50,1,2,0,1,1974,1,95771,1306,50,1,355,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1596,1,1,52,0,2,1,4,1972,1,40917,158,30,1,261,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1597,0,0,33,1,1,0,5,1991,2,28499,1146,30,1,373,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI1598,1,1,53,0,2,2,2,1971,1,117926,955,120,0,464,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CLI1599,0,1,84,1,2,0,2,1940,0,86497,603,50,1,312,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CLI16,0,1,64,0,2,0,1,1960,1,124152,779,120,0,375,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
CLI160,0,1,86,1,2,2,2,1938,0,44132,564,50,1,301,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1600,1,1,78,1,2,0,2,1946,1,69427,158,50,0,64,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1601,0,0,45,1,2,0,1,1979,1,57958,1744,50,0,549,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
CLI1602,0,0,32,0,1,0,1,1992,2,26050,1146,30,0,122,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1603,1,1,63,1,2,1,5,1961,1,98978,1737,30,0,472,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
CLI1604,1,1,54,0,2,0,1,1970,1,32070,1385,30,0,203,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1605,1,1,23,0,0,2,8,2001,3,19533,2478,30,0,207,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1606,1,0,20,0,0,0,3,2004,3,16198,165,30,0,517,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1607,1,0,24,0,0,0,3,2000,3,16087,2547,30,1,363,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLI1608,0,0,36,0,1,0,1,1988,2,22431,1031,30,0,411,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI1609,1,1,58,1,2,0,3,1966,1,116045,1678,80,0,282,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI161,1,1,39,1,1,1,3,1985,2,28417,2066,30,1,152,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1610,1,1,61,1,2,1,2,1963,1,29595,117,30,0,289,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1611,1,1,80,1,2,2,4,1944,0,39613,1013,30,0,528,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1612,1,1,98,1,2,2,2,1926,0,49027,779,50,1,388,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI1613,1,1,65,1,2,0,2,1959,1,22622,1482,30,1,398,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI1614,1,0,42,1,2,0,2,1982,2,27099,824,30,0,389,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI1615,0,0,46,1,2,0,2,1978,1,48315,1052,50,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1618,1,1,51,0,2,1,4,1973,1,111216,583,30,1,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1619,1,1,41,1,1,1,2,1983,2,81024,778,50,1,119,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI162,0,0,54,1,2,0,1,1970,1,124487,876,50,0,166,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1620,0,1,46,0,2,0,3,1978,1,60200,1013,30,1,355,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CLI1621,1,1,78,1,2,1,2,1946,1,71174,994,50,0,329,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
CLI1622,0,0,20,0,0,0,3,2004,3,18880,2961,30,0,124,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1623,0,0,45,1,2,0,1,1979,1,60918,1928,50,0,491,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
CLI1624,1,1,30,1,0,0,5,1994,2,24640,1031,30,1,301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CLI1625,0,0,58,0,2,0,1,1966,1,102971,1346,120,0,536,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1626,0,0,31,0,0,0,3,1993,2,19111,1376,30,1,374,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CLI1627,1,1,39,1,1,1,2,1985,2,29757,156,30,1,102,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1629,1,0,21,0,0,0,4,2003,3,14619,2823,30,1,283,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI163,0,0,28,1,0,0,5,1996,2,18643,1995,30,0,348,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLI1630,0,0,35,0,1,0,4,1989,2,18537,156,30,0,230,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1631,1,0,33,0,1,0,4,1991,2,31298,755,30,0,509,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CLI1632,1,0,40,1,1,0,1,1984,2,62152,962,50,0,305,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
CLI1633,1,1,90,1,2,2,2,1934,0,71686,837,50,0,96,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1634,0,1,41,1,1,0,1,1983,2,42988,1997,50,0,411,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CLI1635,1,0,50,1,2,0,1,1974,1,115960,1248,50,1,339,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
CLI1636,1,0,34,1,1,0,1,1990,2,27503,1215,30,0,402,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CLI1637,1,1,30,1,0,0,4,1994,2,29060,709,30,1,396,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CLI1638,0,0,20,0,0,0,5,2004,3,20051,2409,30,0,534,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CLI1639,1,1,24,0,0,0,4,2000,3,16100,303,30,0,244,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
CLI164,1,1,41,0,1,1,5,1983,2,44300,1491,30,0,368,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CLI1640,0,0,24,0,0,0,6,2000,3,12818,2099,30,0,91,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CLI1641,0,0,46,0,2,0,1,1978,1,71049,1267,30,0,517,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CLI1642,1,1,76,0,2,0,1,1948,1,114991,1658,120,0,579,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
CLI1643,0,1,47,1,2,2,2,1977,1,31747,935,30,1,159,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1644,0,1,98,0,2,2,2,1926,0,61241,603,30,1,265,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1645,0,0,29,0,0,0,4,1995,2,18886,1547,30,1,143,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI1646,1,0,47,1,2,0,3,1977,1,89704,158,80,0,107,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CLI1647,1,1,33,1,1,1,2,1991,2,30948,1974,30,1,259,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1648,0,1,66,1,2,0,2,1958,1,27411,1189,30,0,98,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CLI1649,0,1,42,1,2,2,4,1982,2,118952,755,30,0,176,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
CLI165,0,0,35,0,1,0,5,1989,2,20220,1261,30,0,276,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CLI1651,1,1,50,1,2,1,2,1974,1,33177,779,30,0,552,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CLI1652,1,0,22,0,0,0,4,2002,3,23786,2547,30,0,77,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CLI1653,0,1,56,1,2,0,1,1968,1,99003,7,50,0,259,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CLI1654,1,1,40,1,1,1,4,1984,2,80795,1514,30,0,461,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CLI1655,0,0,45,0,2,0,3,1979,1,52249,893,30,0,195,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
